,GPAAA,GPA,GPAA,SLC,School,Plus,Physics,Math,Chemistry,Bio,Parent1,Parent2,X1,X2,X3,X4,X5,X6,X111,X222,X333,X444,X555,X666,GPAA,GPAA,pf,Int,Internal,FinalGPA,Prog,OrdGPA,GPAAA
436,A-,0.8425,2,0.694444444,0,0.194444444,0.810810811,0.865384615,0.657894737,0.869565217,0,0.666666667,0.7,0.5,0.375,0.76,0.88,0.76,0,0.666666667,0.666666667,0,0,0.944444444,2,2,1,70,35,80,Computer,9,A-
437,B+,0.815,3,0.694444444,1,0.694444444,0.432432432,0.576923077,0.789473684,0.869565217,0.666666667,1,0.86,0.9,0.708333333,0.86,0.88,0.88,0.888888889,0.888888889,0.722222222,0.944444444,0.944444444,1,3,3,1,86,43,75,Computer,8,B+
438,B+,0.795,3,0.694444444,0,0.194444444,0.810810811,0.769230769,0.789473684,0.869565217,0,1,0.76,0.7,0.5,0.76,0.86,0.76,0.666666667,0.722222222,0.666666667,0.777777778,0.666666667,1,3,3,1,76,38,75,Computer,8,B+
439,B+,0.79,3,0.694444444,1,0.194444444,0.675675676,0.769230769,0.789473684,0.869565217,1,1,0.72,0.94,0.833333333,0.82,0.72,1,0.833333333,0.833333333,0.666666667,1,0.944444444,1,3,3,1,72,36,75,Computer,8,B+
440,B,0.7375,4,0.694444444,1,0.194444444,0.675675676,0.384615385,0.789473684,0.652173913,0,0.666666667,0.98,0.94,0.958333333,0.96,0.92,0.8,0.944444444,1,0.777777778,1,1,1,4,4,1,98,49,70,Computer,7,B
441,B,0.7325,4,0.694444444,1,0.416666667,0,0.25,0.263157895,0.652173913,1,1,0.7,0.64,0.375,0.74,0.72,0.86,0,0,0.611111111,0,0,1,4,4,1,70,35,70,Computer,7,B
442,B,0.72,4,0.694444444,0,0.194444444,0.675675676,0.673076923,0.657894737,0.815217391,1,0,0.72,0.6,0.416666667,0.66,0.7,0.9,0,0,0.611111111,0,0,0.944444444,4,4,1,72,36,70,Computer,7,B
443,B,0.705,4,0.694444444,1,0.194444444,0.675675676,0.673076923,0.789473684,0.652173913,1,1,0.7,0.94,0.375,0.82,0.76,0.78,0.777777778,0.888888889,0.722222222,1,0.833333333,0.944444444,4,4,1,70,35,70,Computer,7,B
444,B,0.7,4,0.694444444,0,0.666666667,0.486486486,0.519230769,0.552631579,0.836956522,0,0.666666667,0.96,1,0.916666667,0.86,0.78,0.98,0.777777778,0.888888889,0.722222222,1,1,1,4,4,1,96,48,70,Computer,7,B
445,B-,0.65,5,0.694444444,1,0.333333333,0.135135135,0.192307692,0.631578947,0.652173913,0,0.666666667,0.7,0.54,0.375,0.68,0.94,0.76,0,0.611111111,0.611111111,0,0,0.944444444,5,5,1,70,35,65,Computer,6,B-
446,B-,0.645,5,0.694444444,1,0.388888889,0.135135135,0.192307692,0.184210526,0.652173913,1,0,0.82,0.54,0.625,0.74,0.62,0.88,0,0.777777778,0,0,0,0.944444444,5,5,1,82,41,65,Computer,6,B-
447,B-,0.62,5,0.694444444,0,0.194444444,0.540540541,0.673076923,0.526315789,0.815217391,1,0,0.72,0.8,0.416666667,0.76,0.8,0.76,0.777777778,0.833333333,0.666666667,0.888888889,0.777777778,1,5,5,1,72,36,65,Computer,6,B-
448,B-,0.5825,5,0.694444444,0,0.194444444,0.675675676,0.865384615,0.789473684,0.815217391,0,0,0.7,0.76,0.375,0.52,0.86,1,0,0.555555556,0.722222222,0,0,1,5,5,1,70,35,65,Computer,6,B-
449,C,0.4975,7,0.694444444,1,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,1,0.666666667,0.7,0.68,0.375,0.78,0.92,0.8,0,0.833333333,0.722222222,0.722222222,0,1,7,7,1,70,35,55,Computer,4,C
450,F,0,0,0.694444444,1,0.194444444,0.675675676,0.865384615,0.657894737,0.869565217,1,0.666666667,0.82,0.86,0.666666667,0.66,0.62,0.86,0.944444444,0.611111111,0.555555556,0.944444444,0.666666667,1,0,0,0,82,41,0,Computer,0,F
451,F,0,0,0.694444444,0,0.194444444,0.675675676,0.865384615,0.657894737,0.652173913,1,1,0.86,0.9,0.708333333,0.92,0.84,0.9,0.888888889,1,0.777777778,1,0.888888889,0.944444444,0,0,0,86,43,0,Computer,0,F
452,F,0,0,0.694444444,0,0.194444444,0.810810811,0.769230769,0.263157895,0.869565217,0,0,0.8,0.86,0.583333333,0.82,0.96,0.78,0.666666667,0.833333333,0.833333333,0.944444444,0.666666667,1,0,0,0,80,40,0,Computer,0,F
453,F,0,0,0.694444444,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,1,1,0.72,0.54,0.416666667,0.7,0.88,0.98,0,0,0.666666667,0,0,1,0,0,0,72,36,0,Computer,0,F
454,F,0,0,0.694444444,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,0,0,0.9,0.64,0.791666667,0.82,0.82,0.76,0.777777778,0.888888889,0.777777778,0.777777778,0.777777778,1,0,0,0,90,45,0,Computer,0,F
455,F,0,0,0.694444444,1,0.194444444,0.810810811,0.673076923,0.789473684,0.923913043,0.666666667,0.666666667,0.78,0.68,0.541666667,0.8,0.94,0.88,0.888888889,0.833333333,0.777777778,0.888888889,0.666666667,1,0,0,0,78,39,0,Computer,0,F
456,F,0,0,0.694444444,1,0.472222222,0,0.25,0.526315789,0.652173913,1,1,0.84,0.66,0.666666667,0.72,0.86,0.76,0,0.777777778,0.777777778,0.833333333,0,1,0,0,0,84,42,0,Computer,0,F
457,F,0,0,0.694444444,0,0.194444444,0.540540541,0.673076923,0.526315789,0.652173913,1,1,0.72,0.54,0.416666667,0.7,0.86,1,0.722222222,0.833333333,0.888888889,0.611111111,0.611111111,1,0,0,0,72,36,0,Computer,0,F
458,F,0,0,0.694444444,0,0.194444444,0.810810811,0.865384615,0.789473684,0.815217391,0,0.666666667,0.8,0.6,0.583333333,0.66,0.66,0.8,0,0,0.666666667,0,0,1,0,0,0,80,40,0,Computer,0,F
459,F,0,0,0.694444444,1,0.194444444,0.540540541,0.288461538,0.526315789,0.815217391,1,0.666666667,0.7,0.76,0.375,0.6,0.68,0.86,0,0,0,0,0,0.944444444,0,0,0,70,35,0,Computer,0,F
460,F,0,0,0.694444444,0,0.194444444,0.675675676,0.865384615,0.657894737,0.706521739,1,1,0.7,0.9,0.375,0.62,0.9,0.9,0,0,0.777777778,0.833333333,0,1,0,0,0,70,35,0,Computer,0,F
461,F,0,0,0.694444444,0,0.888888889,0.135135135,0.288461538,0.184210526,0.77173913,0.666666667,1,0.72,0.52,0.416666667,0.66,0.78,0.78,0,0,0.666666667,0,0,1,0,0,0,72,36,0,Computer,0,F
462,F,0,0,0.694444444,1,0.194444444,0.540540541,0.384615385,0.789473684,0.869565217,0,1,0.9,0.72,0.791666667,0.78,0.96,0.98,0.833333333,0.888888889,0.777777778,0.777777778,0.944444444,1,0,0,0,90,45,0,Computer,0,F
463,F,0,0,0.694444444,0,0.194444444,0.675675676,0.865384615,0.789473684,0.652173913,0.666666667,1,0.76,0.88,0.5,0.78,0.94,0.76,0.777777778,0.777777778,0.777777778,0.888888889,0.722222222,0.944444444,0,0,0,76,38,0,Computer,0,F
464,F,0,0,0.694444444,1,0.194444444,0.810810811,0.673076923,0.526315789,0.652173913,1,1,0.72,0.66,0.416666667,0.76,0.72,0.88,0.777777778,0.833333333,0.666666667,0.777777778,0.611111111,1,0,0,0,72,36,0,Computer,0,F
465,F,0,0,0.694444444,0,0.194444444,0.27027027,0.384615385,0.263157895,0.815217391,0.666666667,0.666666667,0.76,0.66,0.5,0.72,0.8,0.76,0.777777778,0.722222222,0.666666667,0.611111111,0,1,0,0,0,76,38,0,Computer,0,F
466,F,0,0,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.72,0.74,0.416666667,0.72,0.96,1,0,0.833333333,0.833333333,0.777777778,0.611111111,0.944444444,0,0,0,72,36,0,Computer,0,F
467,A-,0.855,2,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.74,0.94,0.708333333,0.84,0.78,0.8,0.888888889,1,0.944444444,0.777777778,0.611111111,1,2,2,1,74,37,80,Rural,9,A-
468,B,0.7125,4,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.6,0.84,0.625,0.88,0.78,0.86,0.611111111,0.888888889,0.888888889,0.722222222,0.611111111,0.944444444,4,4,1,60,30,70,Rural,7,B
469,A-,0.8775,2,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.68,1,0.75,0.96,0.78,0.36,0.944444444,1,0.833333333,1,0.611111111,1,2,2,1,68,34,80,Rural,9,A-
470,B,0.73,4,0.666666667,0,0.75,0.702702703,0.769230769,0.473684211,0.760869565,1,0.666666667,0.6,0.94,0.375,0.84,0.8,0.38,0.666666667,0.944444444,0.722222222,0.722222222,0.722222222,1,4,4,1,60,30,70,Rural,7,B
471,A-,0.8825,2,0.444444444,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.74,0.92,0.583333333,0.9,0.78,0.38,0.722222222,1,1,1,0.722222222,1,2,2,1,74,37,80,Rural,9,A-
472,A-,0.84,2,0.555555556,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.74,0.9,0.75,0.84,0.74,0.38,0.944444444,0.888888889,0.944444444,0.777777778,0.666666667,1,2,2,1,74,37,80,Rural,9,A-
473,F,0,0,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.6,0.74,0.458333333,0.7,0.72,0.36,0,0,0,0,0.611111111,0,0,0,0,60,30,0,Rural,0,F
474,F,0,0,0.527777778,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.68,0.78,0.416666667,0.8,0.78,0.38,0,0.777777778,0.833333333,0,0.666666667,0.833333333,0,0,0,68,34,0,Rural,0,F
475,F,0,0,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.68,0.62,0.291666667,0.8,0.8,0.36,0,0,0,0,0,0,0,0,0,68,34,0,Rural,0,F
476,F,0,0,0.472222222,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.6,0.78,0.583333333,0.86,0.84,0.36,0.666666667,0,0,0,0.666666667,0.777777778,0,0,0,60,30,0,Rural,0,F
477,F,0,0,0.666666667,0,0.75,0.702702703,0.769230769,0.473684211,0.760869565,1,0.666666667,0.86,0.86,0.666666667,0.74,0.76,0.38,0,0,0.833333333,0,0.555555556,0.722222222,0,0,0,86,43,0,Rural,0,F
478,F,0,0,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.74,0.92,0.583333333,0.9,0.78,0.38,0.722222222,1,1,1,0.722222222,1,0,0,0,74,37,0,Rural,0,F
479,B-,0.6075,5,0,1,0.194444444,0.675675676,0.865384615,0.657894737,0.869565217,1,0.666666667,0.76,0.76,0.5,0.78,0.78,0.76,0.722222222,0.666666667,0.722222222,0.666666667,0.666666667,0.722222222,5,5,1,76,38,65,ElexI,6,B-
480,B+,0.7675,3,0.555555556,0,0.194444444,0.675675676,0.865384615,0.657894737,0.652173913,1,1,0.96,0.76,0.375,0.84,0.76,0.88,0.833333333,0.777777778,0.833333333,0.777777778,0.777777778,0.833333333,3,3,1,96,48,75,ElexI,8,B+
481,B+,0.8225,3,0.138888889,0,0.194444444,0.810810811,0.769230769,0.263157895,0.869565217,0,0,0.9,0.68,0.708333333,0.88,0.74,0.74,0.833333333,0.944444444,0.833333333,0.944444444,0.944444444,0.833333333,3,3,1,90,45,75,ElexI,8,B+
482,A-,0.865,2,0.694444444,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,1,1,0.96,0.84,0.5,0.96,0.74,0.78,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,2,2,1,96,48,80,ElexI,9,A-
483,B,0.685,4,0,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,0,0,0.84,0.76,0.416666667,0.78,0.76,0.68,0.833333333,0.666666667,0.833333333,0.666666667,0.666666667,0.833333333,4,4,1,84,42,70,ElexI,7,B
484,A,0.9475,1,0.138888889,1,0.194444444,0.810810811,0.673076923,0.789473684,0.923913043,0.666666667,0.666666667,0.96,0.9,0.666666667,0.9,0.8,0.8,0.944444444,1,0.944444444,1,1,0.944444444,1,1,1,96,48,85,ElexI,10,A
485,C+,0.51,6,0,1,0.472222222,0,0.25,0.526315789,0.652173913,1,1,0.68,0.54,0.625,0.76,0.7,0.74,0.555555556,0.666666667,0.555555556,0.666666667,0.666666667,0.555555556,6,6,1,68,34,60,ElexI,5,C+
486,A-,0.83,2,0,0,0.194444444,0.540540541,0.673076923,0.526315789,0.652173913,1,1,0.98,0.76,0.75,0.94,0.86,0.92,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,2,2,1,98,49,80,ElexI,9,A-
487,B-,0.6725,5,0.138888889,0,0.194444444,0.810810811,0.865384615,0.789473684,0.815217391,0,0.666666667,0.94,0.64,0.583333333,0.78,0.8,0.96,0.611111111,0.777777778,0.611111111,0.777777778,0.777777778,0.611111111,5,5,1,94,47,65,ElexI,6,B-
488,A-,0.89,2,0,1,0.194444444,0.540540541,0.288461538,0.526315789,0.815217391,1,0.666666667,0.92,0.9,0.875,0.88,0.76,0.96,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,0.944444444,2,2,1,92,46,80,ElexI,9,A-
489,B+,0.7625,3,1,0,0.194444444,0.675675676,0.865384615,0.657894737,0.706521739,1,1,0.96,0.76,0.625,0.88,0.8,0.9,0.722222222,0.944444444,0.722222222,0.944444444,0.944444444,0.722222222,3,3,1,96,48,75,ElexI,8,B+
490,B-,0.6375,5,0.411111111,0,0.888888889,0.135135135,0.288461538,0.184210526,0.77173913,0.666666667,1,0.8,0.76,0.625,0.88,0.84,0.8,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,0.722222222,5,5,1,80,40,65,ElexI,6,B-
491,F,0,0,0,1,0.194444444,0.540540541,0.384615385,0.789473684,0.869565217,0,1,0.94,0.76,0.541666667,0.9,0.8,0.72,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,94,47,0,ElexI,0,F
492,F,0,0,0.138888889,0,0.194444444,0.675675676,0.865384615,0.789473684,0.652173913,0.666666667,1,0.68,0.64,0.375,0.76,0.72,0.84,0,0.666666667,0,0.666666667,0.666666667,0,0,0,0,68,34,0,ElexI,0,F
493,F,0,0,0.138888889,1,0.194444444,0.810810811,0.673076923,0.526315789,0.652173913,1,1,0.72,0.76,0.458333333,0.78,0.84,0.46,0,0,0,0,0,0,0,0,0,72,36,0,ElexI,0,F
494,F,0,0,0.138888889,0,0.194444444,0.27027027,0.384615385,0.263157895,0.815217391,0.666666667,0.666666667,0.94,0.84,0.583333333,0.82,0.84,0.46,0.833333333,0,0.833333333,0,0,0.833333333,0,0,0,94,47,0,ElexI,0,F
495,F,0,0,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.76,0.76,0.375,0.78,0.8,0.94,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,76,38,0,ElexI,0,F
496,F,0,0,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.68,0.76,0.375,0.68,0.72,0.78,0,0.611111111,0,0.611111111,0.611111111,0,0,0,0,68,34,0,ElexI,0,F
497,F,0,0,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.68,0.64,0.458333333,0.78,0.78,0.46,0,0,0,0,0,0,0,0,0,68,34,0,ElexI,0,F
498,F,0,0,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.68,0.64,0.583333333,0.7,0.78,0.9,0,0,0,0,0,0,0,0,0,68,34,0,ElexI,0,F
499,F,0,0,0.666666667,0,0.75,0.702702703,0.769230769,0.473684211,0.760869565,1,0.666666667,0.94,0.64,0.375,0.72,0.76,0.46,0,0.666666667,0,0.666666667,0.666666667,0,0,0,0,94,47,0,ElexI,0,F
500,F,0,0,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.8,0.76,0.416666667,0.86,0.84,0.92,0.666666667,0.833333333,0.666666667,0.833333333,0.833333333,0.666666667,0,0,0,80,40,0,ElexI,0,F
501,F,0,0,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.68,0.64,0.375,0.62,0.76,0.46,0,0,0,0,0,0,0,0,0,68,34,0,ElexI,0,F
502,F,0,0,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.64,0.64,0.458333333,0.64,0.78,0.84,0,0,0,0,0,0,0,0,0,64,32,0,ElexI,0,F
503,A-,0.8675,2,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.96,0.9,0.666666667,0.84,0.96,0.8,0.833333333,0.777777778,0.833333333,0.777777778,0.777777778,0.833333333,2,2,1,96,48,80,Elex III,9,A-
504,B,0.72,4,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.88,0.9,0.333333333,0.94,0.88,0.5,0.777777778,0.722222222,0.777777778,0.722222222,0.722222222,0.777777778,4,4,1,88,44,70,Elex III,7,B
505,B-,0.6725,5,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.72,0.8,0.583333333,0.7,0.72,0.32,0.777777778,0.722222222,0.777777778,0.722222222,0.722222222,0.777777778,5,5,1,72,36,65,Elex III,6,B-
506,B,0.68,4,0.666666667,0,0.75,0.702702703,0.769230769,0.473684211,0.760869565,1,0.666666667,0.8,0.86,0.208333333,0.78,0.8,0.42,0.777777778,0.611111111,0.777777778,0.611111111,0.611111111,0.777777778,4,4,1,80,40,70,Elex III,7,B
507,A-,0.8725,2,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.96,0.96,0.5,0.84,0.96,0.6,0.833333333,0.888888889,0.833333333,0.888888889,0.888888889,0.833333333,2,2,1,96,48,80,Elex III,9,A-
508,A-,0.8325,2,0.163333333,1,0.888888889,0.135135135,0.288461538,0.131578947,0.652173913,0,0,0.96,0.94,0.291666667,0.98,0.96,0.56,0.833333333,0.777777778,0.833333333,0.777777778,0.777777778,0.833333333,2,2,1,96,48,80,Elex III,9,A-
509,B-,0.6225,5,0.5,0,0.305555556,0.135135135,0.480769231,0.105263158,0.652173913,1,0.666666667,0.78,0.9,0.208333333,0.66,0.78,0.8,0.722222222,0.777777778,0.722222222,0.777777778,0.777777778,0.722222222,5,5,1,78,39,65,Elex III,6,B-
510,B,0.7025,4,0,1,0.194444444,0.675675676,0.865384615,0.657894737,0.869565217,1,0.666666667,0.92,0.9,0.333333333,0.7,0.96,0.5,0.722222222,0.777777778,0.722222222,0.777777778,0.777777778,0.722222222,4,4,1,92,46,70,Elex III,7,B
511,A,0.9875,1,0.555555556,0,0.194444444,0.675675676,0.865384615,0.657894737,0.652173913,1,1,1,0.96,0.916666667,0.84,1,0.32,1,1,1,1,1,1,1,1,1,100,50,85,Elex III,10,A
512,B,0.7325,4,0.138888889,0,0.194444444,0.810810811,0.769230769,0.263157895,0.869565217,0,0,0.96,0.96,0.375,0.7,0.96,0.42,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,4,4,1,96,48,70,Elex III,7,B
513,B+,0.7875,3,0.694444444,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,1,1,0.98,0.88,0.541666667,0.98,0.96,0.6,0.611111111,0.777777778,0.611111111,0.777777778,0.777777778,0.611111111,3,3,1,98,49,75,Elex III,8,B+
514,B,0.7375,4,0,0,0.194444444,0.135135135,0.288461538,0.131578947,0.652173913,0,0,0.68,0.92,0.416666667,0.7,0.68,0.56,0.888888889,0.833333333,0.888888889,0.833333333,0.833333333,0.888888889,4,4,1,68,34,70,Elex III,7,B
515,A,0.93,1,0.138888889,1,0.194444444,0.810810811,0.673076923,0.789473684,0.923913043,0.666666667,0.666666667,1,0.96,0.958333333,0.98,1,0.8,0.888888889,1,0.888888889,1,1,0.888888889,1,1,1,100,50,85,Elex III,10,A
516,F,0,0,0,1,0.472222222,0,0.25,0.526315789,0.652173913,1,1,0.8,0.78,0.666666667,0.66,0.8,0.5,0,0,0,0,0,0,0,0,0,80,40,0,Elex III,0,F
517,F,0,0,0,0,0.194444444,0.540540541,0.673076923,0.526315789,0.652173913,1,1,0.62,0.9,0.333333333,0.66,0.62,0.32,0,0,0,0,0,0,0,0,0,62,31,0,Elex III,0,F
518,F,0,0,0.138888889,0,0.194444444,0.810810811,0.865384615,0.789473684,0.815217391,0,0.666666667,0.76,0.8,0.583333333,0.64,0.76,0.42,0,0,0,0,0,0,0,0,0,76,38,0,Elex III,0,F
519,F,0,0,0,1,0.194444444,0.540540541,0.288461538,0.526315789,0.815217391,1,0.666666667,0.58,0.8,0.208333333,0.66,0.58,0.6,0,0,0,0,0,0,0,0,0,58,29,0,Elex III,0,F
520,F,0,0,1,0,0.194444444,0.675675676,0.865384615,0.657894737,0.706521739,1,1,0.8,0.88,0.5,0.88,0.8,0.56,0,0.5,0,0.5,0.5,0,0,0,0,80,40,0,Elex III,0,F
521,F,0,0,0.411111111,0,0.888888889,0.135135135,0.288461538,0.184210526,0.77173913,0.666666667,1,0.68,0.88,0.291666667,0.66,0.68,0.8,0,0,0,0,0,0,0,0,0,68,34,0,Elex III,0,F
522,F,0,0,0,1,0.194444444,0.540540541,0.384615385,0.789473684,0.869565217,0,1,0.82,0.92,0.208333333,0.98,0.82,0.5,0.722222222,0.666666667,0.722222222,0.666666667,0.666666667,0.722222222,0,0,0,82,41,0,Elex III,0,F
523,F,0,0,0.138888889,0,0.194444444,0.675675676,0.865384615,0.789473684,0.652173913,0.666666667,1,0,0,0.333333333,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,Elex III,0,F
524,F,0,0,0.138888889,1,0.194444444,0.810810811,0.673076923,0.526315789,0.652173913,1,1,0.94,0.9,0.916666667,0.7,0.94,0.42,0.722222222,0.666666667,0.722222222,0.666666667,0.666666667,0.722222222,0,0,0,94,47,0,Elex III,0,F
525,F,0,0,0.138888889,0,0.194444444,0.27027027,0.384615385,0.263157895,0.815217391,0.666666667,0.666666667,0.58,0.88,0.375,0.66,0.58,0.6,0,0,0,0,0,0,0,0,0,58,29,0,Elex III,0,F
526,F,0,0,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.6,0.8,0.541666667,0.64,0.6,0.56,0,0,0,0,0,0,0,0,0,60,30,0,Elex III,0,F
527,F,0,0,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.64,0.84,0.416666667,0.66,0.64,0.8,0,0,0,0,0,0,0,0,0,64,32,0,Elex III,0,F
528,F,0,0,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.76,0.88,0.958333333,0.9,0.8,0.5,0,0,0,0,0,0,0,0,0,76,38,0,Elex III,0,F
529,F,0,0,0.163333333,1,0.888888889,0.135135135,0.288461538,0.131578947,0.652173913,0,0,0.9,0.76,0.5,0.76,0.72,0.68,0,0.833333333,0,0.833333333,0.833333333,0,0,0,0,90,45,0,Elex V,0,F
530,F,0,0,0.5,0,0.305555556,0.135135135,0.480769231,0.105263158,0.652173913,1,0.666666667,0.9,0.72,0.458333333,0.78,0.78,0.76,0.888888889,0,0.833333333,0,0,0.833333333,0,0,0,90,45,0,Elex V,0,F
531,F,0,0,0.555555556,0,0.277777778,0.189189189,0.211538462,0.342105263,0.652173913,1,0.666666667,0.9,0.68,0.166666667,0.58,0.78,0.62,0,0,0,0,0,0,0,0,0,90,45,0,Elex V,0,F
532,B-,0.67,5,0.472222222,0,0.583333333,0.324324324,0.538461538,0.157894737,0.652173913,0.666666667,0.666666667,0.84,0.76,0.75,0.7,0.86,0.76,0.666666667,0,0.777777778,0,0,0.777777778,5,5,1,84,42,65,Elex V,6,B-
533,F,0,0,0.583333333,0,0.277777778,0.135135135,0.346153846,0,0.652173913,0,0.666666667,0.9,0.76,0.625,0.7,0.72,0.68,0,0,0,0,0,0,0,0,0,90,45,0,Elex V,0,F
534,A-,0.91,2,0.863333333,1,0.861111111,0.648648649,0.903846154,0.789473684,0.652173913,1,0.666666667,0.92,0.76,0.583333333,0.96,0.9,0.98,0.722222222,0.666666667,1,0.833333333,0.666666667,1,2,2,1,92,46,80,Elex V,9,A-
535,B+,0.8175,3,0.643611111,0,0.333333333,0.135135135,0.519230769,0.078947368,0.652173913,1,1,0.9,0.8,0.75,0.76,0.8,0.82,0.944444444,0.722222222,0.777777778,0.666666667,0.722222222,0.777777778,3,3,1,90,45,75,Elex V,8,B+
536,B+,0.7725,3,0.6075,1,0.444444444,0.081081081,0.423076923,0,0.652173913,0.666666667,1,0.92,0.94,0.625,0.82,0.82,0.88,0.888888889,0.888888889,0.888888889,0.666666667,0.888888889,0.888888889,3,3,1,92,46,75,Elex V,8,B+
537,F,0,0,0.7325,0,0.472222222,0.459459459,0.519230769,0.368421053,0.652173913,0.666666667,0.666666667,0.88,0.94,0.041666667,0.58,0.72,0.6,0,0,0,0,0,0,0,0,0,88,44,0,Elex V,0,F
538,A-,0.925,2,0.597222222,1,0.805555556,0.540540541,0.769230769,0.789473684,0.652173913,1,0.666666667,0.9,0.94,0.791666667,0.88,0.82,0.9,0.888888889,0.888888889,0.944444444,0.944444444,0.888888889,0.944444444,2,2,1,90,45,85,Elex V,9,A-
539,F,0,0,0.438888889,1,0.472222222,0.135135135,0.288461538,0.684210526,0.652173913,1,0.666666667,0.84,0.8,0.625,0.84,0.84,0.8,0.722222222,0,0.777777778,0,0,0.777777778,0,0,0,84,42,0,Elex V,0,F
540,A-,0.925,2,0.466666667,0,0.472222222,0.135135135,0.288461538,0.684210526,0.652173913,1,0.666666667,0.94,0.76,0.333333333,0.7,0.72,0.78,1,0,0,0,0,0,2,2,1,94,47,85,Elex V,9,A-
541,A,0.96,1,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.94,0.96,0.75,0.96,0.9,0.94,1,1,0.888888889,1,1,0.888888889,1,1,1,94,47,85,Elex VII,10,A
542,B+,0.8175,3,0.666666667,0,0.75,0.702702703,0.769230769,0.473684211,0.760869565,1,0.666666667,0.92,0.76,0.583333333,0.96,0.9,0.98,0.666666667,1,0.833333333,0.666666667,1,0.833333333,3,3,1,92,46,75,Elex VII,8,B+
543,B-,0.67,5,0.916666667,0,0.972222222,0.972972973,0.884615385,0.710526316,0.652173913,0.666666667,0.666666667,0.9,0.8,0.75,0.76,0.8,0.82,0.722222222,0.777777778,0.666666667,0.722222222,0.777777778,0.666666667,5,5,1,90,45,65,Elex VII,6,B-
544,A-,0.87,2,0.75,1,0.805555556,0.702702703,0.826923077,0.552631579,0.815217391,0,0.666666667,0.92,0.96,0.958333333,0.88,0.94,0.92,0.722222222,0.944444444,1,0.722222222,0.944444444,1,2,2,1,92,46,80,Elex VII,9,A-
545,B+,0.7725,3,0.75,0,0.527777778,0.459459459,0.211538462,0.394736842,0.684782609,1,1,0.92,0.94,0.625,0.82,0.82,0.88,0.888888889,0.888888889,0.666666667,0.888888889,0.888888889,0.666666667,3,3,1,92,46,75,Elex VII,8,B+
